src_fm_fc_ms_ff,target
"org . junit . Assert . assertEquals ( 1 , ss . getRules ( ) . size ( ) )
","<mask> . junit . Assert . assertEquals ( 1 , <mask> . getRules ( ) . size <mask> <mask> )"
"org . junit . Assert . assertTrue ( true )
",org <mask> junit . Assert <mask> assertTrue ( true )
"org . junit . Assert . assertEquals ( toBuff . length , 10 )
","org . <mask> . Assert . assertEquals ( toBuff <mask> length , 10 )"
"org . junit . Assert . assertEquals ( expectedTypes [ i ] , org . apache . hadoop . hive . ql . io . orc . NiFiOrcUtils . getOrcField ( fields . get ( i ) . schema ( ) ) )
","org <mask> junit . Assert . assertEquals ( expectedTypes [ <mask> ] , org <mask> apache . hadoop . <mask> . ql . io . orc . <mask> . getOrcField <mask> fields . get ( <mask> ) . schema ( ) ) )"
"org . junit . Assert . assertEquals ( 2 , switches . size ( ) )
","org . junit . Assert . assertEquals ( <mask> , switches <mask> <mask> ( ) )"
"org . junit . Assert . assertTrue ( isMatch )
",org . junit <mask> Assert . assertTrue ( isMatch )
"org . junit . Assert . assertNotNull ( road )
",org . junit <mask> <mask> . assertNotNull ( road )
"org . junit . Assert . assertNull ( oneColumns . get ( 1 ) )
",org <mask> junit . Assert . assertNull ( <mask> . get ( 1 ) )
"org . junit . Assert . assertFalse ( visibleComments . isEmpty ( ) )
",org . <mask> . Assert . assertFalse ( <mask> . isEmpty ( ) )
"org . junit . Assert . assertTrue ( result )
",org . junit . <mask> . <mask> ( result )
"org . junit . Assert . assertThat ( entity . getStatusCode ( ) )
",org . junit . Assert . assertThat ( entity . getStatusCode <mask> ) <mask>
"org . junit . Assert . assertEquals ( node , restGraphDatabase . getNodeById ( node . getId ( ) ) )
","org . junit <mask> Assert <mask> assertEquals ( node , restGraphDatabase . getNodeById ( <mask> . <mask> ( ) ) )"
"org . junit . Assert . assertEquals ( java . util . Optional . of ( ""foo"" ) , ctx . get ( ) )
","org . junit . Assert . assertEquals <mask> java . util . Optional . <mask> <mask> ""foo"" <mask> , <mask> . get ( ) )"
"org . junit . Assert . assertEquals ( expected , found )
","<mask> . junit . Assert . assertEquals ( expected , found )"
"org . junit . Assert . assertSame ( c , d )
","org <mask> <mask> . Assert . assertSame ( c , d )"
"org . junit . Assert . assertEquals ( strategy . checkUploadNeeded ( logStorageStatus ) , LogUploadStrategyDecision . UPLOAD )
",org <mask> junit . Assert . <mask> ( strategy . checkUploadNeeded ( logStorageStatus ) <mask> LogUploadStrategyDecision . UPLOAD )
"org . junit . Assert . assertTrue ( com . liferay . portal . security . membershippolicy . RoleMembershipPolicyFactoryImplTest . _atomicState . isSet ( ) )
",<mask> . junit . <mask> . assertTrue ( com . liferay . <mask> . security <mask> membershippolicy . RoleMembershipPolicyFactoryImplTest . _atomicState . isSet ( <mask> )
"org . junit . Assert . assertEquals ( count , 2 )
","org <mask> junit . Assert . assertEquals <mask> count , 2 )"
"org . junit . Assert . assertNull ( line . getIntersectionSegment ( null ) )
",org . <mask> . <mask> . <mask> ( line . getIntersectionSegment ( null ) )
"org . junit . Assert . assertEquals ( expected . build ( ) , doc )
","org <mask> junit . Assert . assertEquals ( expected . build ( ) , <mask> )"
"org . junit . Assert . assertEquals ( expecteds , actuals )
","org <mask> junit . Assert . assertEquals ( expecteds , <mask> )"
"org . junit . Assert . assertEquals ( 100 , result )
",org . junit <mask> Assert . assertEquals ( 100 <mask> result )
"org . junit . Assert . assertEquals ( ""2006/06/07<sp>01:02:03.004"" , vs . getString ( ) )
",org <mask> junit . Assert . assertEquals ( <mask> <mask> vs . getString ( ) )
"org . junit . Assert . assertEquals ( ""https://custom.salesforce.com:8443"" , session . getInstanceUrl ( ) )
","org . junit . <mask> . assertEquals ( ""https://custom.salesforce.com:8443"" <mask> session . getInstanceUrl ( <mask> )"
"org . junit . Assert . assertThat ( resolver . isDynamic ( ) , org . hamcrest . CoreMatchers . is ( false ) )
",org . junit . Assert . <mask> ( resolver . isDynamic ( ) <mask> org . hamcrest . CoreMatchers . is ( <mask> ) <mask>
"org . junit . Assert . assertTrue ( ( ( eqn1 . getDimension ( ) ) == ( 2 * ( eqn2 . getDimension ( ) ) ) ) )
",org <mask> junit <mask> Assert . assertTrue ( ( <mask> eqn1 . <mask> ( ) ) == ( 2 <mask> ( eqn2 <mask> getDimension ( ) ) ) ) )
"org . junit . Assert . assertEquals ( expected , expression . toString ( ) )
",org . junit <mask> Assert . assertEquals ( expected <mask> expression . toString ( <mask> )
"org . junit . Assert . assertTrue ( client . isResponse417 ( ) )
",org <mask> junit . Assert . <mask> ( client . isResponse417 ( ) )
"org . junit . Assert . assertArrayEquals ( expectedResponse , clientOutputStream . toByteArray ( ) )
","org <mask> junit . Assert . assertArrayEquals <mask> expectedResponse , clientOutputStream . toByteArray ( ) )"
"org . junit . Assert . assertTrue ( ( ( java . lang . Integer . valueOf ( lowestTitle . compareTo ( summary . getTitle ( ) . getTitle ( ) . getContent ( ) ) ) ) < 0 ) )
",org <mask> junit . Assert . assertTrue ( ( ( java <mask> lang . Integer . valueOf ( <mask> . <mask> ( <mask> <mask> getTitle ( ) . getTitle ( ) . getContent ( ) <mask> ) ) < 0 <mask> )
"org . junit . Assert . assertTrue ( orPredicate . test ( null ) )
",org . junit . <mask> . <mask> ( orPredicate . test ( <mask> ) )
"org . junit . Assert . assertEquals ( null , result )
","org . junit . <mask> . assertEquals <mask> null , result )"
"org . junit . Assert . assertEquals ( 2 , hashset . size ( ) )
",org . junit . Assert . assertEquals ( <mask> <mask> hashset . size ( ) )
"org . junit . Assert . assertEquals ( expected , datawave . security . util . AuthorizationsUtil . mergeAuthorizations ( null , userAuths ) )
","org . junit . <mask> . assertEquals ( expected <mask> datawave . security . util . AuthorizationsUtil . <mask> ( null , userAuths ) <mask>"
"org . junit . Assert . assertNull ( s )
",<mask> . junit . Assert . assertNull ( s <mask>
"org . junit . Assert . assertEquals ( i , to . get ( ) )
","<mask> . junit <mask> Assert . <mask> ( i , to . get ( ) )"
"org . junit . Assert . assertEquals ( config , result )
","<mask> . junit <mask> Assert . assertEquals ( config , result )"
"org . junit . Assert . assertThat ( entity , org . hamcrest . CoreMatchers . is ( org . hamcrest . CoreMatchers . notNullValue ( ) ) )
","<mask> . junit . Assert . assertThat ( entity , <mask> . <mask> . CoreMatchers . <mask> ( org . hamcrest . CoreMatchers . notNullValue ( ) ) )"
"org . junit . Assert . assertNull ( s )
",org . junit . Assert . assertNull <mask> s )
"org . junit . Assert . assertEquals ( service . getAllTable ( ) . size ( ) , 1 )
","org . junit . <mask> . assertEquals ( <mask> . getAllTable ( <mask> . size ( ) , 1 )"
"org . junit . Assert . assertEquals ( id , sut . getId ( ) )
","org . junit . <mask> <mask> assertEquals ( id , sut <mask> getId ( ) )"
"org . junit . Assert . assertTrue ( true )
",org . junit <mask> Assert . assertTrue ( true )
"org . junit . Assert . assertEquals ( 1 , aNumber . compareTo ( bNumber ) )
","org . junit <mask> Assert . assertEquals ( <mask> , aNumber . compareTo ( bNumber ) <mask>"
"org . junit . Assert . assertTrue ( authors . contains ( a ) )
",org <mask> junit . Assert <mask> assertTrue ( authors . contains ( a <mask> )
"org . junit . Assert . assertTrue ( niciraActionDeserializerKey . equals ( niciraActionDeserializerKey ) )
",org . junit . Assert . assertTrue ( <mask> . <mask> ( <mask> ) )
"org . junit . Assert . assertTrue ( ( totalSpace > 0 ) )
",org . junit . <mask> . assertTrue <mask> ( totalSpace > 0 ) )
"org . junit . Assert . assertEquals ( QueryOptions . BUNDLE_MASK_QUERY_RESULTS , mask )
","<mask> <mask> junit . Assert . assertEquals ( QueryOptions . BUNDLE_MASK_QUERY_RESULTS , mask )"
"org . junit . Assert . assertArrayEquals ( new book . twju . chapter_3 . Item [ ] { book . twju . chapter_3 . Listing_2_Stub_TimelineTest . SECOND_ITEM , book . twju . chapter_3 . Listing_2_Stub_TimelineTest . FIRST_ITEM } , actual . toArray ( new book . twju . chapter_3 . Item [ 2 ] ) )
","org . junit . Assert . assertArrayEquals ( new book . twju . chapter_3 . <mask> [ <mask> { book . twju . chapter_3 . Listing_2_Stub_TimelineTest . <mask> , book <mask> twju . chapter_3 . Listing_2_Stub_TimelineTest <mask> FIRST_ITEM <mask> , actual . toArray <mask> new <mask> . twju . <mask> . Item [ 2 ] <mask> )"
"org . junit . Assert . assertEquals ( org . opencastproject . workflow . handler . workflow . DefaultsWorkflowOperationHandlerTest . WORKFLOW_PRESET_VALUE , result . getProperties ( ) . get ( org . opencastproject . workflow . handler . workflow . DefaultsWorkflowOperationHandlerTest . OPT_KEY ) )
","org . junit <mask> <mask> <mask> assertEquals ( org <mask> opencastproject . workflow <mask> handler . workflow . DefaultsWorkflowOperationHandlerTest . WORKFLOW_PRESET_VALUE , <mask> . getProperties ( ) . get ( org . <mask> . workflow . handler . workflow . DefaultsWorkflowOperationHandlerTest . OPT_KEY ) )"
"org . junit . Assert . assertSame ( expr . accept ( visitor ) , visitResult )
","org . junit . Assert . assertSame ( <mask> . accept ( <mask> ) , <mask> )"
"org . junit . Assert . assertEquals ( existingPortlet , newPortlet )
","org . junit . <mask> . assertEquals ( existingPortlet , <mask> )"
"org . junit . Assert . assertThat ( result , org . hamcrest . CoreMatchers . is ( original ) )
","<mask> . junit . Assert . assertThat ( <mask> , <mask> . hamcrest . CoreMatchers . is ( original <mask> )"
"org . junit . Assert . assertNotNull ( batch )
",org . junit <mask> Assert . assertNotNull <mask> batch )
"org . junit . Assert . assertSame ( testResult , result )
","<mask> . junit . Assert . assertSame ( testResult , <mask> )"
"org . junit . Assert . assertEquals ( 0 , result . size ( ) )
","org <mask> junit . Assert . assertEquals ( 0 , result <mask> size ( <mask> )"
"org . junit . Assert . assertEquals ( 1 , chain . executeCount ( ) )
","org . junit . <mask> . assertEquals ( <mask> , chain <mask> executeCount ( ) )"
"org . junit . Assert . assertEquals ( 0 , fail )
","org <mask> junit . <mask> . assertEquals ( 0 , fail )"
"org . junit . Assert . assertTrue ( org . sagebionetworks . evaluation . manager . SubmissionQuotaUtil . isSubmissionAllowed ( eval , new java . util . Date ( ) ) )
","org <mask> junit . Assert . assertTrue <mask> <mask> . sagebionetworks . evaluation . manager . SubmissionQuotaUtil . <mask> ( eval , <mask> java . util . Date ( ) <mask> )"
"org . junit . Assert . assertEquals ( 4 , mutalFriends . size ( ) )
","org <mask> junit . Assert . <mask> ( 4 , mutalFriends . size ( ) <mask>"
"org . junit . Assert . assertEquals ( ""com.facebook.buck.Foo"" , element . toString ( ) )
","org <mask> junit . Assert . <mask> ( ""com.facebook.buck.Foo"" , element . toString ( ) )"
"org . junit . Assert . assertEquals ( g1 , g2 )
",org . junit . Assert . assertEquals ( g1 <mask> <mask> )
"org . junit . Assert . assertTrue ( isUI )
",org . <mask> <mask> Assert . assertTrue ( isUI )
"org . junit . Assert . assertFalse ( org . bonitasoft . studio . common . emf . tools . ModelHelper . isSameElement ( data , refData ) )
","org . junit <mask> Assert . assertFalse ( <mask> <mask> <mask> . studio . common . emf . tools . ModelHelper . <mask> ( data , refData ) )"
"org . junit . Assert . assertTrue ( ( blockCache instanceof org . apache . hadoop . hbase . io . hfile . CombinedBlockCache ) )
",org . junit <mask> Assert . assertTrue ( ( blockCache <mask> <mask> . apache . hadoop . <mask> . io . hfile . CombinedBlockCache ) <mask>
"org . junit . Assert . assertEquals ( org . onosproject . incubator . net . l2monitoring . soam . SoamConfigException . class , e . getClass ( ) )
","org . junit . Assert <mask> assertEquals ( org . onosproject . <mask> . <mask> . l2monitoring . soam . SoamConfigException . class , e . getClass ( <mask> )"
"org . junit . Assert . assertEquals ( 4 , factor , 0 )
","org . junit . Assert . <mask> ( <mask> , factor , 0 )"
"org . junit . Assert . assertNotNull ( retrievedPool )
",<mask> . junit . Assert . assertNotNull ( retrievedPool <mask>
"org . junit . Assert . assertEquals ( exception . getMessage ( ) , str )
","org . <mask> . <mask> . assertEquals ( exception . getMessage ( ) , str )"
"org . junit . Assert . assertEquals ( expected , list )
","org <mask> junit . <mask> . assertEquals ( expected , list )"
"org . junit . Assert . assertTrue ( ( ! ( mFinalImageReference . isValid ( ) ) ) )
",<mask> . junit . Assert . assertTrue ( <mask> ! ( <mask> . isValid ( ) ) ) )
"org . junit . Assert . assertFalse ( frameData . equals ( null ) )
",org . junit . <mask> . assertFalse ( frameData . equals ( null ) <mask>
"org . junit . Assert . assertEquals ( expected , actual )
","<mask> . junit . Assert . assertEquals ( expected , <mask> )"
"org . junit . Assert . assertThat ( rollup . isFreshEnough ( ) , org . hamcrest . Matchers . is ( true ) )
","org . <mask> . Assert . <mask> ( <mask> . isFreshEnough ( <mask> , org . hamcrest . Matchers . is ( <mask> ) )"
"org . junit . Assert . assertEquals ( expResult , result )
","org <mask> junit . <mask> . assertEquals ( expResult , result )"
"org . junit . Assert . assertEquals ( assertion0 , concat0 )
","org . <mask> . Assert . assertEquals ( assertion0 , <mask> )"
"org . junit . Assert . assertEquals ( 1 , violations . size ( ) )
","<mask> . <mask> . Assert . assertEquals ( 1 , <mask> . size ( ) )"
"org . junit . Assert . assertTrue ( berichtEntiteits . isEmpty ( ) )
",org <mask> junit . <mask> . assertTrue ( berichtEntiteits . isEmpty ( ) )
"org . junit . Assert . assertThat ( actualParsedValue , org . hamcrest . CoreMatchers . equalTo ( expectedResourceReferencingMetadataValue ) )
","org <mask> <mask> . Assert . assertThat <mask> actualParsedValue , org . hamcrest . CoreMatchers . equalTo ( <mask> ) )"
"org . junit . Assert . assertEquals ( token , result )
","org . <mask> <mask> Assert . assertEquals ( token , result )"
"org . junit . Assert . assertEquals ( java . util . Collections . emptyList ( ) , StorageService . instance . getAllRanges ( toks ) )
","org . junit . Assert . <mask> ( java . util . Collections . <mask> ( ) , StorageService <mask> instance . getAllRanges ( <mask> ) )"
"org . junit . Assert . assertEquals ( expected , actualQuery )
","org . junit <mask> Assert . assertEquals ( expected , actualQuery <mask>"
"org . junit . Assert . assertEquals ( value , map . get ( key ) )
","org . junit . Assert . assertEquals <mask> value , map . get ( key ) )"
"org . junit . Assert . assertEquals ( expected , actual )
",org <mask> junit . Assert . assertEquals ( expected <mask> actual )
"org . junit . Assert . assertThat ( map . size ( ) , org . hamcrest . Matchers . is ( org . hamcrest . Matchers . equalTo ( com . icegreen . greenmail . util . MaxSizeLinkedHashMapTest . TEST_MAX_SIZE ) ) )
","<mask> . junit <mask> <mask> <mask> assertThat ( map . <mask> ( ) , org . hamcrest . Matchers <mask> <mask> ( <mask> . hamcrest . Matchers . equalTo ( com . icegreen . greenmail . util . MaxSizeLinkedHashMapTest . TEST_MAX_SIZE ) ) )"
"org . junit . Assert . assertEquals ( frameData . hashCode ( ) , frameData . hashCode ( ) )
","org . junit . Assert . assertEquals <mask> frameData . hashCode ( ) , <mask> . hashCode ( ) <mask>"
"org . junit . Assert . assertArrayEquals ( expected , actual )
","org . <mask> . <mask> . assertArrayEquals ( expected , actual )"
"org . junit . Assert . assertEquals ( ""fooValue"" , entity . getValue ( ) )
","org . junit . Assert . <mask> ( ""fooValue"" , entity <mask> getValue ( ) <mask>"
"org . junit . Assert . assertSame ( elem , mergeElem )
","org . junit <mask> Assert . assertSame ( <mask> , mergeElem )"
"org . junit . Assert . assertEquals ( gaps . getOpenPenalty ( ) , gop )
",<mask> . junit . Assert . assertEquals ( gaps . getOpenPenalty ( ) <mask> gop )
